Price,QuantityInStock,WeightInGrams,LengthInCentimeters,WidthInCentimeters,UnitsSold
23234,26,5716,107,13872,224
16783,13,6115,412,9092,69
27202,28,6862,246,11090,32
9267,23,5532,265,12203,484
7655,18,5032,494,5901,332
10333,23,6199,101,8253,357
28970,17,2454,154,9420,385
7206,29,6052,240,5485,148
27499,44,2934,111,4024,185
20216,37,5680,486,12908,336
20223,27,3265,110,5534,52
21920,13,9632,366,8019,314
23672,45,8290,272,13686,395
2970,33,2756,213,7500,223
22839,49,7144,180,10095,467
27592,48,2944,386,10353,320
22508,40,9878,245,11888,452
27663,36,3611,383,11492,362
3129,43,8566,409,11965,320
19275,19,9356,63,7061,396
10035,42,9889,158,7237,6
9532,42,9628,159,5279,269
8011,44,2421,86,6655,273
7145,38,6420,318,10403,415
4559,27,1955,230,6310,89
27813,19,5194,424,7535,277
2177,23,6997,74,14073,247
7040,16,4628,485,6808,381
13694,14,7424,472,11036,27
29519,12,7974,103,10841,131
29634,16,7961,92,13070,325
20201,17,4473,479,7482,112
5002,40,1721,407,8068,191
20673,30,8678,82,6639,164
21608,30,9292,93,5047,89
16927,22,1332,128,13337,56
13996,26,8981,238,13727,467
27721,11,9211,143,12568,269
18056,24,4248,260,12472,183
21125,33,1142,354,12604,86
17517,17,3965,224,11233,407
22509,37,6584,495,4241,419
7768,19,8554,186,5381,78
20395,31,3836,88,14774,426
20393,42,4189,209,9962,357
23934,34,3749,257,11762,52
5385,21,3281,211,4381,205
20963,21,6845,83,10107,358
13618,25,7585,183,11894,147
21528,29,9652,201,10172,209
28002,26,9162,215,11464,26
6077,25,3013,402,9300,313
21361,23,6186,100,8734,374
21623,42,2577,279,5166,172
24429,31,6110,163,6196,470
16196,19,5768,191,7182,90
13443,12,9104,320,6430,312
10292,46,2119,218,14090,58
3938,40,7140,70,11587,206
4342,45,9571,438,8145,407
14768,33,1908,377,5590,498
29546,26,7311,246,5748,271
17136,39,2130,300,10499,49
28586,12,3734,77,12363,230
11637,22,6469,254,5354,349
19597,48,8613,212,14214,231
24697,21,7175,336,6038,409
11417,49,4452,483,7501,233
16300,45,2164,68,8394,261
9049,42,4773,257,11998,322
8658,19,7250,468,5429,461
11678,19,3572,99,10425,15
2245,22,1134,167,4575,386
28540,18,3731,185,11018,421
19439,35,3470,244,10720,27
12883,25,6386,352,4262,258
19948,46,9825,318,13891,108
2972,48,6893,285,14454,425
6366,42,6251,190,11301,252
10603,18,5356,300,13291,150
23758,19,9689,169,5391,422
19565,12,4794,448,8183,345
6038,33,2050,135,8672,9
3709,38,5440,90,10903,77
18096,36,4613,320,4839,82
12391,40,2276,178,5937,360
12964,41,7340,178,8331,279
6601,42,1828,294,10254,294
26286,46,4034,380,12886,172
11284,36,1102,153,7897,451
18789,14,9747,356,5229,22
15307,28,9545,118,5834,220
7592,14,8890,58,8487,266
17400,23,6147,265,4780,469
6350,40,3675,140,12961,5
12773,16,7388,338,14322,416
9804,24,4055,388,7604,148
2527,10,1018,136,5465,311
10686,16,1353,202,8014,389
15919,18,9062,281,8682,350
10294,47,7949,54,5900,134
14311,36,1068,159,5387,313
12066,16,3417,247,7092,423
25109,28,8903,472,6337,356
21077,36,6766,172,11463,164
15154,41,8678,210,5184,198
3633,35,2259,215,7947,295
24806,48,6673,155,12776,415
23404,29,2586,160,4870,26
5728,13,5611,283,6328,157
15247,17,6998,491,8121,447
26459,35,9466,239,11354,402
22023,42,2882,478,8502,377
2655,35,4857,175,13522,359
14151,41,3971,104,7996,6
28889,38,1302,265,10250,132
3324,20,8169,53,7335,12
9625,45,8025,235,13910,66
15829,43,1626,83,13167,283
18541,16,1623,395,10458,419
17229,25,2884,398,5942,194
24950,42,6693,147,12408,368
10815,36,4241,267,11744,38
11280,40,1938,122,6646,137
27921,17,7915,358,5769,284
26773,14,9628,393,6733,256
4607,36,4800,65,5532,199
7675,41,3822,416,14532,335
18867,33,4345,74,4864,297
11798,39,3844,321,8646,334
10812,46,1588,488,13074,126
15894,15,6740,203,10533,205
15925,46,1751,254,5184,163
23765,25,6289,492,4517,207
12322,44,8378,436,13245,197
22848,42,8220,416,14404,402
20707,43,6107,102,12550,41
19091,10,7707,370,6903,312
25419,39,4819,142,12681,392
13798,15,7621,203,6861,400
17585,35,3532,78,9207,160
3831,12,7763,423,12277,192
9562,30,7631,264,13283,250
29291,46,8031,373,5418,309
23536,20,3502,433,5708,224
2261,10,8681,310,10990,132
24498,16,4952,495,5540,280
19601,25,3171,140,9932,172
13986,14,5165,195,13953,285
29923,20,2058,254,11107,17
20502,29,5609,365,12879,231
28284,21,1962,123,14345,491
26840,16,5866,450,14280,264
27581,36,7699,200,8093,24
20056,16,1332,78,7194,448
6477,37,3368,320,7456,50
9681,28,6073,302,13149,193
27213,37,3713,148,10256,60
17409,42,3452,68,8059,412
29595,26,4995,200,10639,223
9549,22,6961,50,9439,332
24841,38,7587,173,8880,297
15119,48,4688,394,11238,60
4345,19,9508,495,12774,386
28894,44,2230,361,13236,76
14602,46,8939,152,13022,190
20950,34,8881,70,5539,390
6264,45,7696,61,4491,435
26279,14,3829,180,8652,477
4289,14,7251,135,14403,461
13482,46,2409,191,6258,458
18849,30,2849,379,4888,355
10039,36,4010,224,9073,326
17254,32,9574,264,4838,381
28585,33,4873,150,6087,410
5615,19,8037,385,14877,38
23574,13,8644,127,13231,11
23449,17,8224,369,13431,257
20383,11,4826,84,12296,102
20035,35,1901,272,12678,248
12233,16,8132,483,4273,153
2637,47,3260,231,11385,47
27208,46,4136,320,9675,199
10215,21,3920,237,11703,445
7821,19,9136,134,9399,11
19621,34,8364,55,5162,191
18592,38,2840,419,8661,333
26164,40,7221,339,5464,176
7332,20,2351,365,12760,363
8030,14,4348,151,8408,180
4468,19,7858,255,7661,238
7549,46,4856,138,5611,249
9416,30,7390,137,10467,315
17506,12,1393,145,11514,333
13458,27,7246,158,9170,265
29200,25,5138,164,5642,197
18533,25,5115,330,7633,126
27225,43,6174,190,14436,381
25623,31,4822,182,14864,115
10691,19,3951,128,11424,358
10934,33,3989,277,13415,219
8146,24,2214,112,5891,52
9806,44,2287,339,9721,402
5195,29,1545,421,12844,183
11087,16,9056,287,9172,307
28193,33,9934,252,13147,54
2447,22,6344,329,7268,362
18577,35,8358,393,8260,188
17733,48,1830,436,8767,300
3761,16,5148,198,10324,416
25948,42,8976,137,5731,152
5066,29,7615,291,9499,152
21643,28,4489,294,11381,456
17938,12,3548,123,12065,333
22986,28,1658,411,11856,199
13003,27,6593,321,13880,265
3185,16,9464,215,6163,129
10448,15,9605,250,9641,144
16791,42,5140,197,14565,386
7885,16,4752,115,4841,53
3554,32,8651,97,6265,323
12682,26,5702,234,6530,127
29790,44,2975,213,11409,53
20141,40,6173,298,5397,196
26017,29,9359,129,9833,19
25831,25,5650,211,4202,214
26261,31,7208,100,14907,115
5610,32,7765,493,8681,316
3460,31,7614,126,11336,494
27084,22,8263,366,11212,420
9446,34,8588,178,14335,271
17107,36,1407,318,14843,217
2902,23,6076,387,7207,459
6607,43,5874,91,11959,12
29221,27,7405,239,4107,363
29970,33,5383,421,9076,491
18469,49,2813,176,11040,138
9135,41,2252,330,13408,49
10666,12,1468,327,13639,134
8459,13,1556,117,12178,423
23845,32,1107,82,9046,308
19858,16,1037,382,8741,187
28922,39,4392,107,10151,399
19858,29,1308,336,11616,38
24770,18,6396,177,14374,266
14872,15,6290,333,4593,248
3564,11,9837,144,14361,190
4973,21,7616,300,4154,278
14500,16,9586,490,13935,292
5059,21,2405,210,10478,226
8223,20,2780,385,4366,82
28807,45,8760,405,14172,236
27193,18,3531,105,7378,480
7259,34,3656,406,8357,110
13777,19,5100,387,11366,218
18949,42,6250,266,5124,481
5409,44,4270,103,4451,163
17843,28,7268,198,4211,488
18824,46,9174,395,4800,320
21350,35,5245,399,8599,37
17821,25,5728,162,11479,164
24426,43,1084,259,5237,87
4654,49,2058,295,10773,93
20820,26,2895,73,14671,379
23833,36,6552,177,10682,33
2167,22,6636,291,10560,466
17645,42,5764,183,7497,240
29411,44,5329,84,8826,134
12827,44,3163,160,13506,380
25747,33,3501,95,9322,200
12664,25,8905,481,5618,217
10190,46,8073,71,5475,409
3207,34,8743,445,12541,126
14498,24,7402,468,14532,490
16929,47,4126,396,12491,219
16203,12,8589,346,12664,156
29803,31,3234,439,5630,455
10316,47,3862,106,5373,57
4333,34,4529,318,6401,23
14408,42,5411,137,4068,333
4854,16,6223,178,11370,365
9741,47,1024,56,4919,475
25156,26,5841,200,13943,211
13262,17,7810,308,14020,107
29740,14,6306,393,6089,148
16278,28,9158,380,7584,331
27273,49,7983,296,14560,264
11454,37,8013,51,8234,84
3141,25,3444,59,10486,21
19000,13,4975,176,6493,243
8016,13,8264,341,4605,62
14944,23,1057,462,5664,261
24466,13,8879,107,4574,441
27583,38,2562,283,5564,50
5662,39,9600,59,12410,400
4687,12,5225,317,12712,160
28766,29,6300,54,10022,53
28686,42,1712,383,9175,453
20259,42,8807,213,4301,108
9697,28,7483,232,13148,147
28497,10,7157,189,5396,293
25113,48,9504,390,9481,481
10991,24,2974,448,6628,363
19169,36,3070,297,9225,50
15088,15,7631,87,7770,416
19404,28,1885,225,4737,411
10250,22,9768,107,10685,226
15623,42,5517,128,5271,432
12138,37,7567,341,13379,126
9610,15,8831,221,14333,36
16413,29,2864,395,5274,167
16151,13,4489,359,6695,72
29711,48,1403,356,7030,427
4648,22,9257,222,4031,342
13479,27,6365,188,4901,215
21343,19,9126,190,8380,260
14305,20,8618,78,10432,45
7535,29,5947,406,14968,222
29426,33,8896,329,6379,426
2570,20,8523,352,7221,40
12891,48,1315,157,8541,254
3302,13,4408,451,5117,164
21900,23,5913,169,9685,255
24186,45,9510,446,13206,90
16585,10,2574,108,4187,199
7067,25,3717,190,14786,232
5279,41,7532,481,10740,270
19423,14,9174,314,13127,336
4324,10,1156,196,14176,313
19345,17,2165,121,10784,466
8429,42,5223,150,5154,192
10102,33,8892,290,10761,413
26283,29,6525,443,10672,256
28007,19,8747,447,14129,254
12181,31,1142,201,9066,360
22937,17,4668,122,11211,84
11970,22,5703,429,12329,468
8483,33,3830,426,7700,471
5172,36,8699,175,12463,195
2704,11,8758,171,13079,366
24310,38,4938,445,14065,406
6318,31,1675,91,5283,111
12446,17,8302,457,4106,367
19837,19,7654,152,14608,251
10015,24,3533,190,13680,474
24483,17,6697,462,8226,19
24928,39,2482,215,5712,315
11756,16,2336,59,7653,380
23307,46,3040,254,14561,430
16265,39,7034,321,14556,431
21842,33,1172,305,13468,87
9271,25,8204,389,12682,408
7330,42,3038,106,8080,426
10430,12,7497,298,5518,25
18189,12,8181,277,9258,247
17743,13,4287,204,14892,446
2877,26,2212,424,8024,28
7324,34,7731,352,6567,73
22258,29,1467,274,12920,301
7908,27,9341,310,13293,342
26169,31,5375,165,12239,28
5686,49,4175,58,10434,373
6209,20,1359,117,9249,133
10524,12,4049,370,7730,11
10027,42,6492,360,12524,136
26108,49,6636,73,14628,104
15792,21,8654,453,5242,254
21265,15,7306,261,4476,101
27847,29,8931,237,8095,408
18803,16,8768,297,5774,375
26879,21,6161,214,8830,116
3517,42,1615,472,4640,324
21691,48,4737,445,8642,231
5722,46,9815,208,10376,51
26960,18,1207,272,6379,220
10798,31,4674,387,11585,406
18209,22,5001,80,11226,494
6725,17,9294,463,7032,157
12521,18,6781,360,5635,328
27796,29,8795,103,10102,127
21276,33,3028,275,12818,426
29927,14,2133,257,5527,7
7641,40,8558,121,6739,396
11700,10,4051,152,4614,321
2611,18,8462,223,13608,468
19832,30,7525,261,5258,201
26525,24,4813,307,11463,154
13540,48,2871,177,9330,290
11985,40,7797,479,12402,254
6475,20,5576,305,9178,357
15246,45,9505,422,14502,174
6329,40,9833,437,5210,9
12469,47,3902,76,11559,386
5594,48,6593,162,5536,462
3766,20,9651,469,14283,262
23056,16,8683,481,10332,428
26173,21,1371,66,14300,44
5037,29,5798,134,8522,289
5327,35,8739,431,7640,81
14665,41,2331,467,14760,369
14648,46,2055,341,4254,22
4069,36,4562,447,8153,29
16617,20,5390,301,13171,315
19209,13,7202,324,4611,240
4341,32,2208,272,8465,139
8000,41,3624,55,5094,323
4136,12,5497,102,4555,446
21379,30,4110,462,6650,486
14142,36,1692,235,13465,342
12446,28,3335,92,11522,12
6183,49,9309,467,4116,332
21219,31,5335,279,5713,472
21928,20,9861,190,7992,224
16299,31,2226,132,4832,220
23753,28,8423,341,9532,368
20230,13,2110,490,10691,368
12605,33,9830,120,7668,81
21481,30,7994,448,6918,11
19775,40,8290,341,9734,317
21493,18,3253,400,6117,461
3003,10,7406,418,12430,308
20639,37,2080,173,12460,389
11192,28,5340,210,8908,231
29099,26,5133,162,5198,445
10115,13,1129,50,12107,72
20671,45,9831,140,13890,352
28643,18,5767,131,12364,328
26095,36,3087,106,10610,391
19557,28,3696,88,13167,92
3345,43,9040,468,13694,217
12620,22,7299,187,13108,330
14476,44,5649,90,6895,111
8588,34,5999,193,5602,465
2460,47,7902,385,11950,467
23946,23,4485,235,6126,458
25451,41,1916,136,12744,452
8184,25,1162,252,8636,243
5048,48,6240,384,6632,27
19710,20,1774,238,13529,19
2362,35,6055,438,4851,128
12083,23,8205,209,11826,49
17978,49,8684,458,8398,67
2315,40,6623,104,11522,244
14323,48,9130,189,7262,400
3238,14,7479,241,7119,331
9097,30,9910,264,11731,156
8464,10,8606,193,10942,155
13988,11,1532,448,10663,496
3938,16,9848,238,14150,286
17923,41,7210,448,4950,86
13916,30,5990,100,5674,212
14826,44,5700,149,12194,246
16369,34,6430,258,14568,132
18407,33,7953,138,13637,32
27788,29,3636,392,9946,174
2921,15,8043,52,7152,376
13910,13,7759,492,11168,246
15674,35,6029,283,9942,186
14835,46,6708,488,13532,206
18950,45,2319,153,5966,408
24413,12,8787,462,4466,231
18953,25,1663,461,8202,142
17550,14,7162,98,9709,398
29663,46,5410,458,12995,470
17198,21,7493,440,6521,432
26812,47,3420,456,4909,20
6665,35,2215,137,6637,434
2693,29,4032,392,14455,461
19239,25,6740,278,4923,168
7495,24,1794,284,14750,353
15414,49,8961,237,9919,22
24611,33,7384,152,8352,127
22698,41,1338,184,14610,333
10512,45,1597,149,6902,250
5116,33,1908,50,14672,124
16727,24,1990,317,4360,182
5251,26,7622,289,8612,202
19450,37,7878,60,6311,402
25607,13,5908,244,6508,343
29997,16,2951,298,6866,188
13995,42,2382,56,5265,205
3943,47,7139,276,9680,137
13971,32,1334,65,7218,273
4664,48,6713,79,5662,185
2050,21,1100,242,7127,428
9997,15,5722,459,5975,297
20611,18,3756,492,8259,297
16922,10,6109,140,11390,361
6662,15,3915,395,9587,103
16986,24,1746,397,11383,475
23223,30,7699,395,10078,102
7192,22,7596,363,10826,384
18142,22,9390,167,7140,421
3003,29,7931,316,4574,331
20806,36,5903,310,9278,225
8356,45,6727,189,8466,70
20302,25,7800,324,10351,474
13129,31,5439,461,9970,318
26731,10,1266,463,5546,66
28877,35,4324,142,4246,129
2566,23,3551,207,6348,140
23728,33,5754,472,14165,256
24177,22,4251,355,4941,499
24646,22,9874,211,9821,312
21994,44,7805,204,6013,251
12728,28,1347,464,14500,364
7211,40,9823,72,4045,181
13178,19,5708,360,13990,183
10350,23,6312,195,12345,318
6196,23,4586,355,10090,321
15248,23,4935,168,9901,201
16847,12,9965,83,11417,198
9508,49,7986,60,13305,17
10129,20,4121,234,11047,112
26340,26,7137,60,10165,21
27759,46,6941,245,13132,60
10985,49,9502,106,5357,75
9794,32,2768,131,8215,411
27093,35,6997,379,13175,180
12083,39,4575,347,4686,327
3606,41,3527,444,5388,198
4362,23,7046,354,14770,361
27525,24,9661,74,8381,271
9934,46,3082,193,14561,108
12514,15,9688,199,11168,26
18218,20,5859,212,12654,113
13524,44,5155,169,9323,50
23842,32,7710,379,9095,110
26515,25,5543,481,14647,400
13000,37,9598,142,8385,297
26607,32,7563,120,13611,320
8926,36,6790,402,11619,498
4883,12,1926,351,6270,76
10104,24,3220,221,12791,294
3766,13,9843,148,10565,268
12925,27,5696,431,8055,453
9285,36,4897,371,4080,23
9259,25,2747,113,9114,295
3144,28,9924,327,8520,368
19010,22,1318,223,12482,181
10298,45,7701,304,12514,90
6212,13,9961,472,14337,495
28848,30,2759,112,7101,208
18836,12,2064,477,10256,309
27333,42,9579,404,8455,357
8535,36,2675,96,7004,258
15897,48,9862,315,14308,430
5445,36,2473,68,6729,390
12186,45,1607,393,8116,70
18900,14,7028,118,7241,362
15665,42,1212,470,5512,448
26835,27,5912,271,4227,176
3149,21,1851,450,12156,119
25884,36,2721,82,9968,202
22245,19,3535,101,11603,142
9418,11,3678,260,12763,339
4587,33,4647,143,14849,254
14388,39,4725,176,9362,218
12834,11,6353,149,8203,160
26739,44,6444,82,11384,294
20782,33,1368,129,4186,366
21527,22,8503,70,6128,312
15631,37,3763,147,6168,399
10590,49,1727,368,12068,105
23866,14,6075,130,8497,207
4655,16,7572,330,12212,348
15872,38,8027,279,4334,242
26861,12,5577,365,14663,145
18445,35,5005,425,10211,84
25469,42,1238,91,7240,47
15586,28,9921,183,7402,6
11914,20,5143,181,7007,205
22109,47,1498,305,10103,16
8984,27,5116,243,9058,391
12792,44,5298,254,7069,54
3319,30,6197,440,13483,26
19815,39,2359,393,5984,274
21392,29,4796,493,10467,18
3613,21,7684,293,10911,182
11812,36,7685,246,10861,252
8492,41,2830,384,8762,196
5701,24,3431,408,14853,31
22795,39,9894,276,14021,262
9122,18,8128,452,6931,104
15554,10,2263,261,10015,314
14784,37,9381,328,14118,181
20279,17,2799,130,8843,33
4239,40,4570,86,9435,40
9040,49,2358,151,8269,481
10664,32,9553,76,13746,403
18670,29,1308,412,14103,427
25996,10,7360,204,6554,137
11867,28,2167,453,11508,189
13144,29,4760,399,12654,492
16153,40,3679,61,13674,490
29367,30,8340,207,6051,112
9779,20,5726,138,12638,470
3852,14,5185,160,9442,380
19817,34,7657,400,8469,481
6242,40,6342,442,9286,164
18029,17,2780,191,5070,490
4561,10,6128,448,14936,34
19801,30,1713,420,5564,403
6256,20,5099,52,6225,390
27636,46,9598,203,5677,477
18672,31,6190,422,10693,300
28644,26,2577,205,13159,224
21896,46,3601,53,11954,238
3703,34,6105,156,14702,51
2149,24,4703,126,5384,444
7274,35,1165,57,11948,493
7316,45,9753,189,9410,476
22417,28,8057,363,6747,492
29411,33,7900,296,14302,477
26403,45,3555,424,11531,218
21800,35,1774,179,12699,145
6734,12,3934,312,5947,41
9836,21,6612,427,9369,182
24210,21,6234,253,6666,26
9273,23,4010,158,6764,437
7696,14,1890,83,6138,272
25109,17,6550,368,7136,61
8658,48,2993,425,11014,432
10122,42,7029,396,5183,308
2185,29,6116,195,8239,478
9400,38,3037,96,11728,331
13580,28,3592,460,5805,403
7096,23,5860,50,6878,466
4759,19,4675,140,5420,492
19050,17,9254,306,13616,134
22202,22,6324,369,11653,105
7912,49,2702,487,11078,48
23251,25,2948,64,12206,426
6995,48,3945,189,12986,238
12977,38,4507,81,6139,388
18520,18,7811,363,14068,397
15172,30,4615,369,12989,339
24775,16,3676,356,7880,365
22276,13,9007,211,10035,21
29047,30,5655,162,8050,243
17932,39,7917,144,9004,29
15211,28,9189,395,8484,430
5838,22,2533,124,7487,278
7071,45,3061,120,9223,55
19120,37,5158,280,4663,249
6881,46,3067,101,4162,330
23042,20,6329,210,11757,230
4820,22,5230,75,8323,271
28812,25,3047,229,6700,69
23454,15,9423,431,13594,373
2663,15,4787,293,14483,142
17963,30,5408,73,12696,281
10497,18,8286,294,4538,480
27011,26,4963,461,14168,338
8576,35,9820,106,5660,76
15344,28,9605,128,7330,56
17245,46,6796,208,5810,476
5947,36,4073,166,7318,233
14018,33,1670,205,7545,286
5534,14,8352,469,4643,209
28988,27,1391,100,9065,156
23019,43,9157,98,6436,470
20449,47,8099,60,11935,323
4867,25,5094,88,11335,497
4877,41,2134,421,14728,225
5613,42,5848,476,10574,494
16941,46,2836,221,6362,212
23136,36,1631,355,5981,142
29137,34,6115,107,12285,103
19178,34,4397,99,10373,83
18995,48,5154,226,9931,307
26597,32,6370,107,9489,199
24890,37,4524,321,13973,307
3939,18,4787,373,12285,473
11664,19,9573,272,12377,119
20089,26,7023,151,12986,78
12756,11,5137,410,5806,133
13886,13,8736,164,12471,279
11265,23,4440,401,9609,114
5716,40,8465,237,13478,159
4660,46,8233,216,11695,365
21590,26,6538,155,10131,146
6723,10,8839,337,9415,401
9171,43,4752,223,12500,300
21838,26,4619,199,6035,218
7421,27,7763,242,6865,257
